Fetching seen_trades from Supabase...
Rows returned: 464

Unique addresses found: 262
  29x | 0x0e26a5a60755f60a20500a0fb858739c18b4550e
  24x | 0xa7a8c1fd4bfff08ea30214efa7efaf75d7c6580c
🔴 $  -3251294 | 0xdb2223cc5202a4718c3069f577ec971f71c96478 | tr:500 wk:19 mo:170 seen:1x
🔴 $       -83 | 0xbce2ae81dded77a0fdf69c4ea2b4869d6b5d0ab4 | tr:500 wk:129 mo:493 seen:1x
🔴 $     -4561 | 0xa5761fa386787d4bb7fb9f866acf034647538678 | tr:138 wk:95 mo:138 seen:1x
🔴 $      -505 | 0x16905fb8633a07853b532709572d2a0de0158c4d | tr:500 wk:9 mo:120 seen:1x
🟢 $       443 | 0xfbe66593e49c4e7a7180a2582f041158bfb800f8 | tr:100 wk:17 mo:79 seen:1x
🟢 $         0 | 0xe6d80855059a0d2256b3e6014595a93504fd9d21 | tr:154 wk:0 mo:129 seen:1x
🔴 $  -1142761 | 0x52ecea7b3159f09db589e4f4ee64872fd0bba6f3 | tr:500 wk:148 mo:500 seen:1x
🔴 $    -10086 | 0x4478d7bd8a295691ac84f60a5ec2b47e122102a4 | tr:500 wk:121 mo:500 seen:1x
🔴 $   -374693 | 0x5b6331e7ff0831a3fe2ed12004747db1a9c911a4 | tr:500 wk:500 mo:500 seen:1x
🔴 $    -17926 | 0x45e40dbee6f546c7b318498f8c9778560f5a7e20 | tr:264 wk:25 mo:173 seen:1x
🔴 $  -2001309 | 0xf284ad6d607f777f34bc643cea587c33a886b9f9 | tr:500 wk:300 mo:500 seen:1x
🔴 $    -12585 | 0x204e14f11a08a465479e437b0e37b7e9e0358d08 | tr:500 wk:39 mo:161 seen:1x
🔴 $     -5722 | 0x37d366a769f58ef478f72c6b1bf730424b2b709a | tr:441 wk:137 mo:358 seen:1x
🟢 $      1739 | 0xb4f2f0c858566fef705edf8efc1a5e9fba307862 | tr:500 wk:6 mo:22 seen:1x
🔴 $        -0 | 0xbebe49168cc3fe33fd9060c6fc83355c3359a8b5 | tr:50 wk:1 mo:7 seen:1x
🟢 $     44654 | 0xf49ce459b52f60b70ce0fe9aa6203e6bf90f9786 | tr:500 wk:186 mo:380 seen:1x
🔴 $   -423634 | 0x9b491485819135564450669aeadb2d85f7b104a8 | tr:500 wk:107 mo:500 seen:1x
🔴 $        -0 | 0x9360b2f34cd705a36393fd96fda05ccaabf3f1c8 | tr:7 wk:1 mo:4 seen:1x
🔴 $  -7788641 | 0x84cb17a50bc2487e8d64029783c3d2abcba328ad | tr:500 wk:139 mo:300 seen:1x
🔴 $      -701 | 0x720b615cd83203982c57b3c6854254f31756ae16 | tr:1 wk:1 mo:1 seen:1x
🔴 $  -1156789 | 0x72d815133f9f8b6529e911cf3be492846ce05213 | tr:54 wk:25 mo:39 seen:1x
🔴 $     -1311 | 0x539d01b1c4d860570a3ea35aaf87168a1f351e69 | tr:82 wk:3 mo:7 seen:1x
🟢 $      2105 | 0xe639e41094bbeae18f3e6d1790c17299183f082a | tr:500 wk:5 mo:16 seen:1x
🟢 $     14882 | 0xd3b034d7bfb2473fb252d0414646d9786bac329e | tr:500 wk:185 mo:500 seen:1x
🔴 $    -89757 | 0xfffadf38a520cd5a0035ff52d7fceb436a08864b | tr:500 wk:30 mo:94 seen:1x
🔴 $     -2112 | 0x59c49a09e5335430833b96d96af9e581b0a9b517 | tr:113 wk:9 mo:21 seen:1x
🔴 $   -116081 | 0x594d0c9a3eb7f958b9fc100e3088ffc5de99059d | tr:99 wk:17 mo:99 seen:1x
🔴 $     -9189 | 0xb1889886a55ec6c684948e014f7b18693bb78d5b | tr:107 wk:89 mo:107 seen:1x
🔴 $    -32456 | 0x2ce991d0324ce55cf613a88ccbc0a031b7649452 | tr:5 wk:5 mo:5 seen:1x
🔴 $      -485 | 0x146fda3540946f1da00c10b80eac9e9d955a9410 | tr:176 wk:3 mo:5 seen:1x
🔴 $   -406229 | 0x7c585894ec02d5ed4fcd118ad8982f859360a5a1 | tr:166 wk:16 mo:89 seen:1x
